member_id,provider_id,servico,bairro,cidade,nota
,00000000-0000-4000-bd00-89c31a3e642f,mudança,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bd00-89c31a3e642f,mudança,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bbfe-4639a20ddc93,vidraceiro,Perdizes,São Paulo,Dra Eduarda Chaves: Paguei 2mil
,00000000-0000-4000-bbfe-4639a20ddc93,vidraceiro,Perdizes,São Paulo,Estava mais barato; paguei 2 mil para o apto de 190
,00000000-0000-4000-bbfe-4639a20ddc93,vidraceiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bbfe-4639a20ddc93,vidraceiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bd1a-54a9ff81db18,personal organizer,Perdizes,São Paulo,Pegou a indicação no grupo e foi ótimo; é ótima; é maravilhosa.
,00000000-0000-4000-bd1a-54a9ff81db18,personal organizer,Perdizes,São Paulo,É ótima; é maravilhosa.
,00000000-0000-4000-bd1a-54a9ff81db18,personal organizer,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bd1a-54a9ff81db18,personal organizer,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b3bb-44e0c0a5f565,vidraceiro,Perdizes,São Paulo,Usaram para fechamento da varanda e deu tudo certo.
,00000000-0000-4000-b3bb-44e0c0a5f565,vidraceiro,Perdizes,São Paulo,Foi muito bom com prazos e bom custo/benefício; teve mais gente fazendo com eles
,00000000-0000-4000-b3bb-44e0c0a5f565,vidraceiro,Perdizes,São Paulo,Gostei muito deles; comprometidos com data e qualidade
,00000000-0000-4000-b3bb-44e0c0a5f565,vidraceiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bc4c-47aabfbdc6dd,marmoraria,Perdizes,São Paulo,Excelente e fica no prédio em frente.
,00000000-0000-4000-bc4c-47aabfbdc6dd,marmoraria,Perdizes,São Paulo,Ótima podóloga que atende no prédio em frente
,00000000-0000-4000-bc4c-47aabfbdc6dd,marmoraria,Perdizes,São Paulo,No prédio em frente
,00000000-0000-4000-bc4c-47aabfbdc6dd,marmoraria,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bce0-d684c971688f,vidraceiro,Perdizes,São Paulo,Indicação do tio que acabou de fechar a varanda no Sintonia; ficou muito bom; mediu unidades de 140 e 190
,00000000-0000-4000-bce0-d684c971688f,vidraceiro,Perdizes,São Paulo,Preço está ótimo (orçamento Plato Perdizes Final 3 e 4)
,00000000-0000-4000-bce0-d684c971688f,vidraceiro,Perdizes,São Paulo,Vizinhos em cima indicaram por já terem feito; preço muito bom
,00000000-0000-4000-bce0-d684c971688f,vidraceiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bf05-978df88fa0a1,eletricista,Perdizes,São Paulo,Otimo custo beneficio
,00000000-0000-4000-bf05-978df88fa0a1,eletricista,Perdizes,São Paulo,Ótimo preço e comprometimento
,00000000-0000-4000-bf05-978df88fa0a1,eletricista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bf05-978df88fa0a1,eletricista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b57c-41e30b2344fb,aquecedor a gás,Perdizes,São Paulo,"Fechou VRF com ele para apto de 190 e recomenda demais; máquina Trane, sistema Wi-Fi com tela de controle; stand fica na Gabriel Monteiro; 'Thiago é sempre melhor'"
,00000000-0000-4000-b57c-41e30b2344fb,aquecedor a gás,Perdizes,São Paulo,Fechou máquina VRF e instalação com indicação dele; o mais em conta para VRF e de confiança
,00000000-0000-4000-b57c-41e30b2344fb,aquecedor a gás,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b57c-41e30b2344fb,aquecedor a gás,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b814-d4002a4a583f,vidraceiro,Perdizes,São Paulo,Já conheço o serviço; acho que tem espaço lá para pelo menos empatar.
,00000000-0000-4000-b814-d4002a4a583f,vidraceiro,Perdizes,São Paulo,Já conheço o serviço.
,00000000-0000-4000-b814-d4002a4a583f,vidraceiro,Perdizes,São Paulo,"Ricardo Uzal: Fechei com Aicon, zero problemas, entregou no prazo; Pri T.✌🏻: tá bom o preço deles tb"
,00000000-0000-4000-b814-d4002a4a583f,vidraceiro,Perdizes,São Paulo,Fiz na área técnica e gostei
,00000000-0000-4000-b754-fd747dcd2028,mudança,Perdizes,São Paulo,Foram ágeis no atendimento e preço OK; utilizada por indicação da arquiteta
,00000000-0000-4000-b754-fd747dcd2028,mudança,Perdizes,São Paulo,Ágeis no atendimento e preço OK; utilizada por indicação da arquiteta
,00000000-0000-4000-b754-fd747dcd2028,mudança,Perdizes,São Paulo,"Essa empresa trabalhou com agilidade de atendimento e preço compatível, recomendo. Tb fizemos com eles Rafael e foi ótimo!"
,00000000-0000-4000-b754-fd747dcd2028,mudança,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b577-591c38065338,marmoraria,Perdizes,São Paulo,Trabalho com eles a anos. Muito bons.
,00000000-0000-4000-b577-591c38065338,marmoraria,Perdizes,São Paulo,Pode falar com Viviane
,00000000-0000-4000-b577-591c38065338,marmoraria,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b577-591c38065338,marmoraria,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b938-f1fc86409674,vidraceiro,Perdizes,São Paulo,Quem fechou com excluseven consegue o projeto ligando na Mansur
,00000000-0000-4000-b938-f1fc86409674,vidraceiro,Perdizes,São Paulo,Orçou com eles; colocou vidros de 12mm; é bom de negócio
,00000000-0000-4000-b938-f1fc86409674,vidraceiro,Perdizes,São Paulo,"Instalou tudo com 12mm, melhor opção principalmente para andares altos"
,00000000-0000-4000-b938-f1fc86409674,vidraceiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bf01-73763e7da359,buffet,Perdizes,São Paulo,Top; pessoal é gente boa
,00000000-0000-4000-bf01-73763e7da359,buffet,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bf01-73763e7da359,buffet,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bf01-73763e7da359,buffet,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b899-a884c287d709,aquecedor a gás,Perdizes,São Paulo,Indicação (persianas - resposta de outro assunto)
,00000000-0000-4000-b899-a884c287d709,aquecedor a gás,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b899-a884c287d709,aquecedor a gás,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b070-3d0f46efd9ee,tapeceiro,Perdizes,São Paulo,"Sr. José é ótimo, já fez trabalhos para vários moradores aqui do meu condomínio, inclusive pra mim"
,00000000-0000-4000-b070-3d0f46efd9ee,tapeceiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b070-3d0f46efd9ee,tapeceiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b686-44a936ddfe22,eletricista,Perdizes,São Paulo,Ele e otimo
,00000000-0000-4000-b686-44a936ddfe22,eletricista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b686-44a936ddfe22,eletricista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b4b3-c3af0334496c,pintor,Perdizes,São Paulo,"Super dedicada, cuidadosa e de confiança; mora na Tucuna; fica 1h entretendo os peludos e dá medicação se precisar"
,00000000-0000-4000-b4b3-c3af0334496c,pintor,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b4b3-c3af0334496c,pintor,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b0fe-43a9fac05f4d,marmoraria,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b0fe-43a9fac05f4d,marmoraria,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b0fe-43a9fac05f4d,marmoraria,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b084-9210baa56d4a,vidraceiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b084-9210baa56d4a,vidraceiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b084-9210baa56d4a,vidraceiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-be8c-df0655f2f02a,cortinas,Perdizes,São Paulo,Contratou para limpeza pós obra; excelente; vai fazer com ela final de setembro depois da montagem dos móveis
,00000000-0000-4000-be8c-df0655f2f02a,cortinas,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-be8c-df0655f2f02a,cortinas,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b46e-1b8d4a493194,aquecedor a gás,Perdizes,São Paulo,Comprei com eles na quarta dia 30 e eles já instalaram para mim hoje! Ótimo preço e atendimento
,00000000-0000-4000-b46e-1b8d4a493194,aquecedor a gás,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b46e-1b8d4a493194,aquecedor a gás,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b8fb-10ac16a3d22e,vidraceiro,Perdizes,São Paulo,"Fechou com ele sacadas, instalação de ar condicionado, espelhos e box"
,00000000-0000-4000-b8fb-10ac16a3d22e,vidraceiro,Perdizes,São Paulo,"Fez o fechamento de sacadas do Studio no Go Platô, fez o box e instalou o ar condicionado; ótimo preço"
,00000000-0000-4000-b8fb-10ac16a3d22e,vidraceiro,Perdizes,São Paulo,Instalou o ar condicionado no Studio do Go Platô; ótimo preço
,00000000-0000-4000-b030-c87f5f4b1c26,vidraceiro,Perdizes,São Paulo,"Super profissional, trabalha há anos no ramo"
,00000000-0000-4000-b030-c87f5f4b1c26,vidraceiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b030-c87f5f4b1c26,vidraceiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b49f-5b8f5db2bdf4,vidraceiro,Perdizes,São Paulo,"Dra Eduarda Chaves: só dele tirar sem você ter que pagar pra isso, já tá valendo"
,00000000-0000-4000-b49f-5b8f5db2bdf4,vidraceiro,Perdizes,São Paulo,Parece que também retira as portas de vidro
,00000000-0000-4000-b49f-5b8f5db2bdf4,vidraceiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b739-f5c99e7a722f,eletricista,Perdizes,São Paulo,"Super recomendo o Roberto, ótimo serviço e preço excelente"
,00000000-0000-4000-b739-f5c99e7a722f,eletricista,Perdizes,São Paulo,Este Roberto é excelente eletricista
,00000000-0000-4000-b739-f5c99e7a722f,eletricista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b015-bd9bb66becac,aquecedor a gás,Perdizes,São Paulo,"Ele é muito bom, uso seus servicos há anos"
,00000000-0000-4000-b015-bd9bb66becac,aquecedor a gás,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b015-bd9bb66becac,aquecedor a gás,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b82c-56fa07946187,vidraceiro,Perdizes,São Paulo,"Depois de ter tomado um cano da GlassKit, o Renato da Enova instalou aqui pra mim, ele entregou em 15 dias. Gostei muito do serviço."
,00000000-0000-4000-b82c-56fa07946187,vidraceiro,Perdizes,São Paulo,Eu fiz com o Renato da Enova. Preço justo e rápido na entrega
,00000000-0000-4000-b82c-56fa07946187,vidraceiro,Perdizes,São Paulo,Fala com o Renato
,00000000-0000-4000-b7fd-ce4083526d53,aquecedor a gás,Perdizes,São Paulo,Me atendeu muito bem; fez de mais gente aqui no predio
,00000000-0000-4000-b7fd-ce4083526d53,aquecedor a gás,Perdizes,São Paulo,"Nos atendeu muito bem, instalou varios eletros (Dani); ele foi bem demais mesmo (Fabio)"
,00000000-0000-4000-b7fd-ce4083526d53,aquecedor a gás,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bd01-80784260aac7,chaveiro,Perdizes,São Paulo,Vem ate o predio e resolve por cerca de 150/200 reais
,00000000-0000-4000-bd01-80784260aac7,chaveiro,Perdizes,São Paulo,"Fechamos com ele, bem próximo do Plato!; o Kpaz trocou o nosso. O cara é profissa"
,00000000-0000-4000-bd01-80784260aac7,chaveiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-ba08-99e58d3a725b,marmoraria,Perdizes,São Paulo,Felipe Alves comentou 'Esse é top'.
,00000000-0000-4000-ba08-99e58d3a725b,marmoraria,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-ba08-99e58d3a725b,marmoraria,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b644-c7d04fbf5f77,eletricista,Perdizes,São Paulo,Comentado por João Duarte Platô: 'Esse eh fera'
,00000000-0000-4000-b644-c7d04fbf5f77,eletricista,Perdizes,São Paulo,Bom demais; monstro da elétrica e som
,00000000-0000-4000-b644-c7d04fbf5f77,eletricista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bda8-e470e7b10da5,pintor,Perdizes,São Paulo,Fizeram com ele e ficou excelente.
,00000000-0000-4000-bda8-e470e7b10da5,pintor,Perdizes,São Paulo,Contato da adesivação/envelopamento do elevador (resposta fora do tema do pedido)
,00000000-0000-4000-bda8-e470e7b10da5,pintor,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b270-88c234096020,vidraceiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b270-88c234096020,vidraceiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b270-88c234096020,vidraceiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b87a-328b5b3876e8,mudança,Perdizes,São Paulo,Super atenciosos e educados; vão 1 dia antes e embalam tudo; faz içamento
,00000000-0000-4000-b87a-328b5b3876e8,mudança,Perdizes,São Paulo,Foram muito bons
,00000000-0000-4000-b87a-328b5b3876e8,mudança,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b45e-42367b79f266,chaveiro,Perdizes,São Paulo,"Nos resgatou aqui em nosso box. Entrega impecavel e prazo sem igual. Quem precisar, vai sem medo"
,00000000-0000-4000-b45e-42367b79f266,chaveiro,Perdizes,São Paulo,"Serviço rápido, limpo, quase silencioso e ele ainda explica bem"
,00000000-0000-4000-b45e-42367b79f266,chaveiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b893-5a708c987db3,diarista,Perdizes,São Paulo,A Luciene e equipe foram muito cuidadosos e detalhistas; senti confiança nela; Não me arrependi; Foi o melhor preço que cotamos (+55 11 97625-0587)
,00000000-0000-4000-b893-5a708c987db3,diarista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b893-5a708c987db3,diarista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b045-ce1e4677e509,buffet,Perdizes,São Paulo,Comida e drinks top
,00000000-0000-4000-b045-ce1e4677e509,buffet,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b045-ce1e4677e509,buffet,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-babb-499dd72c61e8,reforma,Perdizes,São Paulo,"Perfeita, acompanhou a obra sem nenhum problema, obra fluiu muito bem, projeto ficou perfeito."
,00000000-0000-4000-babb-499dd72c61e8,reforma,Perdizes,São Paulo,A minha é maravilhosa
,00000000-0000-4000-b05b-1958174fb5fb,massagista,Perdizes,São Paulo,Muito atenciosa e atende a domicílio.
,00000000-0000-4000-b05b-1958174fb5fb,massagista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b2e9-761e04cc860f,pintor,Perdizes,São Paulo,Fez o apartamento de 140m2 do indicante; é bom.
,00000000-0000-4000-b2e9-761e04cc860f,pintor,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bdb6-e13eac6e7f74,buffet,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bdb6-e13eac6e7f74,buffet,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b1a7-0393fff69ef0,buffet,Perdizes,São Paulo,Sugerida para eventos/jantares em casa.
,00000000-0000-4000-b1a7-0393fff69ef0,buffet,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bfa2-4829acf2d6b0,marmoraria,Perdizes,São Paulo,Recomendo
,00000000-0000-4000-bfa2-4829acf2d6b0,marmoraria,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-be5e-cb891bf9fe58,tapeceiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-be5e-cb891bf9fe58,tapeceiro,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bec7-825f9631c895,diarista,Perdizes,São Paulo,Próximo ao metrô Vila Madalena.
,00000000-0000-4000-bec7-825f9631c895,diarista,Perdizes,São Paulo,Também é creche e hotel
,00000000-0000-4000-bb6a-cd714d53d53d,diarista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bb6a-cd714d53d53d,diarista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bb3d-805804611aef,cortinas,Perdizes,São Paulo,"Preco super bom, entregaram em 15 dias; o Paulo, dono da empresa, e pessoa super bacana e solicita"
,00000000-0000-4000-bb3d-805804611aef,cortinas,Perdizes,São Paulo,Recomenda dizer que foi a Arquiteta Marina Bonini quem indicou (mesmo prédio).
,00000000-0000-4000-b49b-109317d3a44f,reforma,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b49b-109317d3a44f,reforma,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b9c9-4d8806efe09b,reforma,Perdizes,São Paulo,Ele e muito bom
,00000000-0000-4000-b9c9-4d8806efe09b,reforma,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b8c6-046d182d3cdc,eletricista,Perdizes,São Paulo,"Recomendamos, muito bom"
,00000000-0000-4000-b8c6-046d182d3cdc,eletricista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b1c1-4caf36ad30ba,eletricista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b1c1-4caf36ad30ba,eletricista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b8cc-2e864cb7808a,marmoraria,Perdizes,São Paulo,Favoritada pela indicante
,00000000-0000-4000-b8cc-2e864cb7808a,marmoraria,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b1d9-5a789dd4398d,marmoraria,Perdizes,São Paulo,Preco bom; otima assistencia
,00000000-0000-4000-b1d9-5a789dd4398d,marmoraria,Perdizes,São Paulo,São de primeira e o preço justo; fizeram a casa inteira.
,00000000-0000-4000-b627-725fb7a986c0,pintor,Perdizes,São Paulo,Esse menino vai muito bem; cobra a diaria e o material voce fornece; valor da diaria muito bom
,00000000-0000-4000-b627-725fb7a986c0,pintor,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b862-af0c8a1a3532,ginecologista,Perdizes,São Paulo,"Fica na Padre Chico, a 1 quadra do prédio"
,00000000-0000-4000-b862-af0c8a1a3532,ginecologista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b81b-c33dd3408246,médico,Perdizes,São Paulo,Na Desembargador
,00000000-0000-4000-b81b-c33dd3408246,médico,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bb7a-a93d111419ef,pet shop,Perdizes,São Paulo,"Super conhecida no bairro; ela e o marido moram na Caraíbas e passeiam com cachorros, cuidam deles/gatos em casa nas viagens"
,00000000-0000-4000-bb7a-a93d111419ef,pet shop,Perdizes,São Paulo,É bem conhecida na região; também passeia com cachorros
,00000000-0000-4000-bd08-4d1e042fc052,diarista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-bd08-4d1e042fc052,diarista,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b0f6-e7463d901f26,diarista,Perdizes,São Paulo,"Diarista muito boa, com 2 dias disponíveis"
,00000000-0000-4000-b0f6-e7463d901f26,diarista,Perdizes,São Paulo,Faxina recomendação
,00000000-0000-4000-b6e0-ade60c0db153,reforma,Perdizes,São Paulo,Ele mesmo retirou tudo e levou
,00000000-0000-4000-b6e0-ade60c0db153,reforma,Perdizes,São Paulo,Indico! Veio hoje no horário combinado e bem cuidadoso para tirar tudo.
,00000000-0000-4000-bd05-452ce69553b1,mudança,Perdizes,São Paulo,Indicado para içar peças (içou 260x120).
,00000000-0000-4000-bd05-452ce69553b1,mudança,Perdizes,São Paulo,Indicado pela rede de confiança do Platô Perdizes.
,00000000-0000-4000-b872-d86bc28b4053,marceneiro,Perdizes,São Paulo,"Ele é muito caprichoso. Ele arrumou uma porta aqui em casa (memetizada, bem desafiadora)"
